Latitude (°N),Longitude (°E)
46.23576493,9.945675818
46.24939307,9.970181852
46.24939189,9.965688643
46.27387017,9.973136182
46.34049167,9.975890803
46.33641117,9.92308035
46.32022808,9.928900962
46.34049072,9.725632668
46.33490985,9.727555787
46.32070826,9.72614549
46.32209439,9.720985815
46.29073833,9.797370929
46.28603536,9.80262697
46.23880645,9.739091422
46.27605695,9.731290047
46.29129097,9.715620326
46.28995936,9.708618532
46.28927959,9.702707456
46.29111241,9.652860518
46.28573932,9.641153492
46.28290103,9.614169099
46.29013916,9.612537926
46.29239761,9.59702181
46.29253069,9.589515222
46.29290482,9.584265782
46.23811435,9.551741031
46.24188663,9.52887677
46.29843451,9.570894954
46.37978935,9.411566948
46.49685155,9.294175097
46.47655007,9.278813214
46.47505962,9.277547404
46.38797947,9.466373524
46.14074671,10.48923719
46.35542555,10.53857607
46.96769575,11.71532179
46.43747698,11.8863078
46.58410833,12.1887293
46.59256159,12.21877961
46.38267881,12.06211923
46.26351071,9.762671476
46.12433469,10.47162306
46.22407737,10.61964316
45.2663524,7.197100052
45.38617864,7.178675441
45.31388064,7.123520297
44.12079453,7.414488003
44.17370186,7.295134677
44.18684584,7.30285454
44.68235171,7.075510389
44.89719831,6.877023338
44.29519872,6.970518348
44.2833226,6.993411918
44.67404111,7.085886581
44.65889521,7.087163423
44.6616415,7.091377681
44.12909363,7.391330923
44.12526403,7.386304433
44.12739012,7.402734726
44.12154406,7.402541501
45.1583202,6.891639179
45.12922633,6.860816308
45.11649649,6.847134966
45.10862149,6.845079628
45.11075939,6.852837867
45.2417857,6.996490762
44.67763975,7.091963551
44.68028715,7.082384974
44.67268714,7.098051845
44.66372868,7.093716128
44.64950148,7.100290832
45.18981575,6.923028873
45.18438944,6.933475938
45.16379271,6.894483338
45.48041703,7.202921983
45.47986888,7.20705695
45.48607111,7.202140987
45.53031341,7.403232079
45.47885782,7.200566562
45.45185409,7.103548064
45.50817117,7.324678635
45.40767717,7.189896726
45.40107371,7.199464621
45.51334802,7.412858051
45.46772863,7.227972333
45.39594044,7.222154685
45.50294078,7.336727733
45.46865894,7.220611768
45.49534845,7.335427467
45.47323575,7.202230507
45.5624055,7.446418835
46.47587248,10.59775554
46.48410096,10.54654097
46.94035559,11.2073283
47.0131638,11.89022554
45.51216265,7.29504256
46.16388992,10.50939499
46.3845871,10.54288536
46.88706057,12.07478025
46.39318211,10.20274131
46.44943458,10.68921997
45.53690193,7.397844333
45.5520452,7.273868148
46.34101662,9.860764265
45.82393039,6.825370138
45.52350379,7.323144506
46.22578695,10.63604992
46.37431058,10.57353498
45.47500292,7.081881061
47.06328058,12.21011579
45.82449385,6.877662823
46.19773585,10.53778387
45.89274371,7.84099359
45.87489878,7.494001268
46.15446554,10.59851074
45.87787395,7.35800881
45.52599966,7.364545244
46.95695828,11.72948436
45.51392673,7.329897639
46.72426984,10.97133929
47.02360412,12.16650182
46.4067095,8.313970703
45.49519504,7.260267058
46.4876847,10.74808504
45.71349635,6.825555054
45.9535739,7.48630742
46.91114238,12.14875435
46.37919001,10.61418774
45.91168226,7.422564776
45.63753526,7.026807475
46.44084183,11.84232905
46.50124662,10.77816089
45.4945434,7.247293647
46.45295039,10.52720929
46.9647191,12.02481368
45.94099044,7.571907424
45.57744386,6.996236734
45.52238995,7.357038287
46.13992358,10.54953755
46.99148669,11.83409181
46.22225304,10.57454727
45.90901503,7.062419382
46.47712229,10.60811775
46.36917227,9.922769252
45.91399402,7.297350705
46.48770498,10.6180363
45.52346603,7.061085495
47.00151805,11.85602827
46.44107067,11.84956271
45.68332741,7.385826391
46.80929845,10.74733346
46.36518252,13.43692262
47.07172721,12.23498331
46.39285029,10.54250803
46.29342027,9.577186811
46.91230711,12.08698549
46.79821931,10.68529292
46.38893127,10.19169599
46.2149435,10.66736305
45.93673275,7.924750019
46.06460221,9.982158646
46.5093035,10.49035474
45.32955483,7.144013548
47.02919374,11.95198531
46.91171314,12.13187531
46.2914362,11.84075569
47.01427494,11.88238438
45.89007985,7.247527343
45.5155126,7.37984066
45.90209746,7.867623415
46.32560021,8.230723249
46.40090791,10.64432
46.13955542,10.50179043
47.03543477,11.93344077
46.25213823,11.87271441
46.93769658,12.16670612
45.51218568,7.04190324
45.57520564,7.080603586
45.47963311,7.230758602
46.28474166,9.976796518
46.77135156,10.73222041
46.39676221,10.56003967
45.72843535,6.810686267
46.22427542,10.67041496
45.42855037,7.132474159
42.47144848,13.56756347
46.45496201,10.66859318
45.94265473,7.70762429
46.35407441,9.980279765
46.49024707,10.76795662
45.82540547,6.893067314
46.14056471,10.50545698
46.22184794,10.58673946
45.2356607,7.154410555
47.03687868,12.19951595
46.42428766,8.33260358
46.231511,10.68021583
46.98005457,11.81255486
46.91987443,12.14033385
45.20576577,7.074564745
45.87408042,7.020485279
45.98186478,7.895762226
47.04666206,11.98052538
45.5504364,7.413369504
45.95500388,7.537787618
45.3311521,7.1494628
46.1475362,10.5935789
46.1700068,10.42303958
45.96973677,7.63080539
45.34364337,7.135022692
46.97862385,11.26102073
46.40010471,10.44227983
45.87627307,7.540310039
46.44442553,10.60112185
45.91488263,7.027996457
46.05192515,10.08554778
46.97889821,11.71800445
47.01850891,12.13422473
46.35441144,9.950238563
45.52201234,7.00307768
45.88125115,7.003122142
46.48474793,10.76660472
46.39492428,10.62196721
46.38564484,10.17068956
46.54256944,10.6429996
46.24116268,10.68772207
46.97734798,11.70549746
46.34137,9.982187512
46.27187634,9.734294022
45.55546054,7.064181931
46.07497498,10.00787776
46.15797255,10.87484905
45.88369512,7.550675472
46.50363383,10.62307605
46.76804789,10.86238567
46.23986546,9.538775235
45.79428224,6.819537175
46.51456096,10.45740157
46.14267395,10.54544206
45.24733252,7.134241637
46.50547831,10.78154205
46.50729777,10.49454343
46.29312996,9.683939131
47.04924083,12.21517398
46.22670215,10.67975671
46.49723069,9.291037135
46.72515646,10.98636902
45.90843892,7.410949605
45.82245694,6.81122454
45.44935771,7.111666882
46.38838928,10.21389409
46.26723631,9.738377
47.04005393,11.96472534
46.96345589,11.21158595
46.2604043,9.773054412
46.04857325,10.55937158
46.73426951,11.03914923
46.21154974,10.55654204
46.181801,10.88743576
46.26522995,9.745632657
46.54847832,12.06820386
46.43294968,10.12951171
46.209635,10.54631661
46.44375233,11.82787124
46.58628502,10.10671348
46.24262646,9.546320658
47.04047709,12.2080399
46.15414362,10.46786227
46.38985857,10.43913316
46.18350951,10.89627648
45.62063734,6.986926816
46.52425991,10.64881554
45.51198921,7.315693024
45.96006245,7.513545867
45.95726411,7.679186292
46.77372105,10.81184467
47.06044977,12.20466416
45.89091364,7.368545398
46.96362706,11.19664473
47.06771294,12.2379089
45.96570028,7.547148463
46.50637868,10.55459701
47.02652577,11.91740386
45.43169077,7.125296252
45.59154979,6.981900829
45.210321,7.07726707
45.62508455,7.003478707
45.51887227,7.368206052
46.21224102,10.55095078
46.45004545,10.5194047
45.83641606,6.820657086
45.8866073,7.544384466
47.00606989,11.87916529
46.94036776,12.1644209
46.97371534,11.25932109
45.683051,6.904713
45.839148,7.157746
45.864725,6.987898
45.85214,6.93884
45.542116,7.362496
45.923237,7.584903
45.551389,7.084348
45.972801,7.647949
45.973284,7.647705
45.972793,7.647317
45.96568,7.645541
45.965681,7.644857
45.844278,6.910334
45.843309,6.915457
45.8662,6.9877
45.8672,6.9836
45.828722,6.881249
45.919739,7.692861
45.877451,7.864775
45.887244,7.858783
45.891269,7.857028
45.972793,7.647317
46.510753,11.831067
46.422175,12.130857
44.285016,7.012573
45.873218,7.877092
45.133268,6.850409
45.873218,7.877092
45.942228,7.931043
45.996871,7.984975
46.769315,10.801625
46.746359,10.755363
46.47167,10.799564
46.969099,12.124499
46.643033,12.150341
46.637573,12.153801
46.534702,11.808585
46.499426,10.614513
46.202331,10.711951
46.201741,10.711628
46.217597,10.574881
46.217203,10.574447
46.237598,10.5793
46.236,10.578
46.233299,10.5767
46.228001,10.5803
46.230999,10.583
46.2327,10.5838
46.2328,10.5814
46.234798,10.5841
46.421001,10.7162
46.421398,10.7162
46.423199,10.7152
46.4244,10.7158
46.426498,10.7158
46.427898,10.7147
46.429401,10.7128
46.412601,11.8014
46.412498,11.8019
46.4118,11.8021
46.4123,11.8037
46.4119,11.8048
46.41,11.8016
46.410301,11.806
46.411499,11.808
46.201438,10.711738
46.217589,10.575131
46.168598,10.5649
46.423,10.7156
45.683051,6.904713
45.839148,7.157746
45.864725,6.987898
45.85214,6.93884
45.542116,7.362496
45.923237,7.584903
45.551389,7.084348
45.972801,7.647949
45.973284,7.647705
45.972793,7.647317
45.96568,7.645541
45.965681,7.644857
45.844278,6.910334
45.843309,6.915457
45.8662,6.9877
45.8672,6.9836
45.828722,6.881249
45.919739,7.692861
45.877451,7.864775
45.887244,7.858783
45.891269,7.857028
45.972793,7.647317
46.510753,11.831067
46.422175,12.130857
44.285016,7.012573
45.873218,7.877092
45.133268,6.850409
45.873218,7.877092
45.942228,7.931043
45.996871,7.984975
46.769315,10.801625
46.746359,10.755363
46.47167,10.799564
46.969099,12.124499
46.643033,12.150341
46.637573,12.153801
46.534702,11.808585
46.499426,10.614513
46.202331,10.711951
46.201741,10.711628
46.217597,10.574881
46.217203,10.574447
46.237598,10.5793
46.236,10.578
46.233299,10.5767
46.228001,10.5803
46.230999,10.583
46.2327,10.5838
46.2328,10.5814
46.234798,10.5841
46.421001,10.7162
46.421398,10.7162
46.423199,10.7152
46.4244,10.7158
46.426498,10.7158
46.427898,10.7147
46.429401,10.7128
46.412601,11.8014
46.412498,11.8019
46.4118,11.8021
46.4123,11.8037
46.4119,11.8048
46.41,11.8016
46.410301,11.806
46.411499,11.808
46.201438,10.711738
46.217589,10.575131
46.168598,10.5649
46.423,10.7156
46.42128536,8.306279861
37.62528,13.38695
37.32555,14.69695
44.7561,11.30249
44.30888,11.73721
41.68273,13.78915
42.82234,11.54544
42.82312,11.54721
42.92015,12.2303
42.72323,12.52008
42.82348,12.35926
43.63308,12.02232
43.63195,12.02216
42.09004,12.10034
42.03003,12.03958
41.12598,13.88581
40.70584,15.22268
40.99019,15.11005
41.43394,14.16611
40.71354,15.22151
40.6942,15.24563
42.9325,11.68858
41.96857,12.19935
42.93477,11.68483
42.92263,11.68919
41.29303,13.86339
40.94523,15.57171
41.31462,13.89495
43.29231522907,11.644568220901
42.17021,12.09397
43.30825,12.30569
41.696411169588,13.800187507813
43.62883,12.04058
43.19425,11.32483
43.43586,11.34844
42.92269,11.6866
43.27744,10.7801
42.92152,11.68416
42.91992,11.68093
42.65248,11.36014
44.04638,11.7736
40.90278,15.84667
42.77471,11.62761
41.216667,14.533333
42.712884,12.457389
36.817530537035,11.985397338867
36.810933940111,12.025909423828
38.792626957869,15.212725564214
38.405883868694,14.963121414185
36.767492156197,12.002563476562
37.58559,14.97834
37.67306,15.12306
37.5798,15.12792
40.827281852686,14.142083823681
40.827131774647,14.141696244478
40.82579,14.1703
40.829105520387,14.14715051651
43.16758,10.86668
43.16624,10.86752
43.1542,10.85481
43.1528,10.85386
43.18604,10.8393
40.82717,14.14208
40.82717,14.14208
43.020714,12.590332
40.782,14.086
40.778,14.09
40.82,14.073
40.69,14.454
40.69,14.456
40.797,14.175
40.796,14.176
40.796,14.174
40.794,14.178
40.794,14.166
40.794,14.167
40.783,14.093
40.783,14.095
40.783,14.085
40.783,14.086
40.691,14.457
40.734,13.966
40.734,13.966
40.733,13.968
40.732,13.968
40.731,13.962
40.723,13.966
40.722,13.967
40.72,13.967
40.715,13.966
40.701,13.904
40.701,13.903
40.7,13.9
45.593,13.347
45.497,13.243
45.4,12.569
45.47676186,7.077610529
45.33420819,7.152025152
47.01599353,11.91164241
46.22078851,10.6623383
45.98089888,7.900303632
46.79201111,10.68465717
46.14688934,10.55449972
46.91509935,12.08994005
46.51285017,10.45897102
46.38896712,10.19975345
46.97736627,11.81279629
46.35596185,9.97677894
46.39911549,10.55719559
47.02430496,12.17205934
45.87632092,7.535137893
45.52093705,7.004396733
45.82245764,6.884603597
46.44335559,10.59922728
46.36911574,10.55195673
46.27022747,9.738155633
46.3402914,9.979995796
45.95259411,7.537093302
45.90587507,7.411224996
46.44780106,11.83029876
46.3631113,13.43855593
46.181204,10.89499761
45.87627091,7.490170274
46.38733609,10.21136288
46.49204849,10.76613297
46.96303398,11.20985217
46.50391262,10.49416582
45.94768502,7.515427739
46.34713051,9.964933919
45.81543622,6.930761283
45.33508267,7.159585675
45.21170595,7.073216016
46.96584779,11.20177928
46.47740579,10.57311419
45.95799223,7.52233466
46.94200336,12.16201309
45.96724561,7.556584229
46.45281579,10.51779892
46.18073107,10.89783202
45.62854725,7.001650226
47.02240465,11.92279919
46.4483724,11.83263204
47.02609364,12.17012999
46.96121865,11.21025784
46.39558946,10.53994281
45.88743816,7.540865366
46.21037997,10.5541395
46.38535329,10.21251671
46.3634998,13.44217461
45.21466735,7.080564019
46.47959887,10.56810525
47.03540385,11.9294743
46.18242864,10.90011208
46.44960306,11.82873135
46.47173621,10.590435
46.45004857,11.82716235
46.18238352,10.89874845
46.18243269,10.90101867
46.18671489,10.89675446
38.796,16.683
38.613,17.2
38.827,17.668
38.267,17.137
38.103,17.459
38.115,16.907
37.959,16.836
37.911,15.991
37.813,17.26
38.212,16.944
38.202,17.617
38.608,17.186
38.194,16.916
38.187,16.931
44.5740845033755,10.5667893088732
44.55778,10.5761
44.630324764273,10.3272244532714
44.6209175356359,10.3381335245793
44.5158127791796,10.7764321951831
44.513056,10.785556
44.5187565845467,10.7791599417372
44.520833,10.778611
44.5126755856434,10.7885067578202
44.5114416205431,10.7966638003071
44.5161613027073,10.7997204020628
44.5133333,10.8236111111111
44.4660577879134,10.862563337791
44.4693760564136,10.79479001938
44.4396298281232,10.8843933405923
44.4136111111111,10.7283333333333
44.839722,11.381389
44.513056,10.808056
44.4438889,11.4736111111111
44.3838554554578,11.4383489326156
44.358208088977,11.5487400473739
44.353333,11.713889
44.3360468935984,11.4546981827377
44.3109103774258,11.738061078264
44.2978313763429,11.6172190967939
44.2978313763429,11.6172190967939
44.2978313763429,11.6172190967939
43.779967091934,12.7339182137697
43.7535741408854,12.8972526228438
43.7364240258256,12.7825099994087
43.0744248958351,13.5286106049173
43.0480380109415,13.5167660001413
43.0442697568187,13.5181835190466
43.0446379426855,13.5314789295735
43.035876733,13.5191061645605
43.133038,13.479978
43.1462801727406,13.5494239983797
43.0561658319102,13.4927236286995
43.0389647400342,13.4772922423366
43.0352694327096,13.481254260114
43.5425502437455,13.0366688573231
43.5333616038907,13.5011056994676
43.5083694343774,13.4611122915386
43.5028164564968,13.1300047898826
43.4761382416154,13.1202854323587
43.4805872296642,13.1336351468824
43.456867,13.169283
43.453916342509,13.1738894030022
43.185307541954,13.467771238203
43.1892887609012,13.7614125139702
43.1383696936445,13.7227730621466
43.0275296880596,13.5797091589672
42.953917393605,13.5605495915523
42.9612288363214,13.573273844817
42.9464149543837,13.5424989006862
42.929141332879,13.7101203723786
42.6586629387305,13.7039060931354
42.5856115449797,13.8594376084385
42.5855790394574,13.859445525864
42.5353086388135,13.6711107965014
42.4739287869161,13.9908291342577
42.2617028512632,14.3674961628384
42.2553037058779,14.3233303821651
40.727262153379,15.8833885433797
40.6679804710232,16.4718651892341
40.6418374666321,16.3887922850412
,
40.7029524909196,16.4288286586651
39.363924708153,16.1511152858161
37.9191981740456,15.9863803872797
37.4150275971875,14.446392741149
37.4908230526824,14.3517725992738
37.5855843835366,14.1733367084662
37.4902964998505,14.0566677184069
37.5400336820866,13.6449961550972
37.4430860800236,13.6519927365353
37.6325236614566,13.6384023807069
37.3922529769762,13.6238877850694
37.747546886024,13.603324713758
37.6251625607513,13.3878340843592
44.949167,11.154722
45.161667,8.121111
39.5964924721372,18.5709957896793
39.485278,18.462778
39.368056,18.301389
38.823611,17.388889
37.805556,17.272222
38.2,16.933333
36.606944,14.626944
43.935556,13.698333
43.480833,14.368333
37.318,13.228
37.301,13.217
37.291,13.273
37.303,13.3
37.238,13.387
37.258,13.4
42.8,14.75
43.30737,11.29242
41.34858,14.70762
36.91432,14.73539
43.55572,11.48541
45.90902,8.62244
43.41116,10.74288
43.42174,11.26171
43.50156,11.81882
41.35159,14.70067
42.25865,14.06091
42.1697,14.04537
46.29355001,11.08183
43.56094001,11.46433
43.52286,11.49029
43.30342,12.59874
42.64489,12.95914
43.85614001,10.30301
42.91852001,12.42826
44.24715,8.274060001
42.21199001,13.82756
44.22931,9.9856
43.09722,11.66528
43.38108,11.43722
41.35503001,14.70926
41.78082,13.30793
42.22406,14.0288
36.83714,14.69086001
44.00451,12.28175
44.11321,10.37463
43.59986,11.46146
42.22958,14.0429
43.46453,11.88031
41.8996,13.28551
39.99535,15.9902
44.11427,10.37628
39.9823,16.01965
43.53757,11.49364
43.02015,12.43268
45.71315,11.35699
43.1898,11.66862
43.40387,10.74527
43.38623,11.13483
39.97491,16.03049001
38.29558,16.22054
36.91627,14.741
43.56702001,11.43938
43.14064,11.68967
43.39368,11.22444
45.5988,11.20824
44.02529,11.31879
41.78083,13.39921
41.52657,13.44265
39.99719,15.99726
42.53946,12.80856
36.90199,14.72746
42.17168,14.07724
43.41032,11.19675
42.20598001,14.04906
42.32542,12.67769
42.23857,14.06181
43.52286,11.49029
40.72348,15.04878
43.35267,11.85029
43.88453,12.22896
43.61925,11.47362
43.57972,11.4324
36.91524,14.74555
42.92204,12.58985
42.57435,12.64782
44.00443,11.23141
42.80209,11.36697
45.70823001,6.94458
44.25485,10.00463
44.11427,10.37628
45.5988,11.20824
43.37627001,11.44351
45.5988,11.20824
42.44937,12.35125
41.29193,13.46962
45.58898,11.44089
43.55076,11.46076
42.23401,14.05604
42.59681001,14.02791
36.92667,14.72973
43.76695,11.73331
41.66299,13.54998
45.71026,6.92741
43.32343,11.2678
42.87202,11.53916
43.52286,11.49029
43.52963,11.45501
45.71066,6.962019999
43.2282,11.65559
36.92667,14.72973
42.67421,12.48413
43.52286,11.49029
43.0914,11.7702
43.78553001,11.73365
43.52947,11.45594
43.0935,11.67231
45.66245,11.27653
42.25865,14.06091
43.57121,11.4411
43.55253,11.50942
42.25607,12.71503
43.03782,12.42193
43.33707001,10.97126
45.82291,7.17933
42.99279001,12.16979
45.52232001,11.33866
42.23857,14.06181
43.1898,11.66862
36.92667,14.72973
40.93336,15.32453
42.72781,12.53772
42.71001,12.49306
45.58898,11.44089
43.15619,11.0886
43.55491,11.47467
44.27735,8.19684
43.32343,11.2678
43.98423,11.26008
43.54296,11.47109
43.09869,11.78613
45.72252,6.98106
45.56743,11.27961
43.08883,10.82408
43.02015,12.43268
43.09180001,11.80388
42.75542,12.6865
46.36031,13.2143
43.54804,11.4487
45.66471001,11.27418
37.15295,14.7442
43.13441,11.69806
42.23508,14.03833
43.59717001,11.46073
42.22093,14.03703
36.84405,14.69716
42.9091,12.59972
46.42966,12.96948
43.45517,11.04802
43.99211,11.24436
43.09689,10.84115
43.52065,11.4896
36.87685,14.62903
43.38186,11.43904
43.51746,11.55467
43.4687,11.43473
42.99611,10.99811
39.99175,15.99056
42.76957,12.69618
43.16391,10.77434
44.10354,10.00013
43.29717,11.00862
43.53928,11.44185
43.17786,10.71581
36.91459,14.73792
43.46453,11.88031
41.5676,13.70779
43.27851,10.91551
44.31469001,8.06005
42.23372,14.04222
45.51722,11.31234
43.55606,11.4377
43.09164,11.75872
43.39342,10.75081
38.09088,15.18594
41.78077,13.39824
45.58898,11.44089
43.34674,11.5039
45.67521,8.42106
41.52657,13.44265
36.90704001,14.7265
45.66245,11.27653
43.25845,12.66636
46.54905,13.31599
45.52232001,11.33866
41.29193,13.46962
42.3331,12.66527
43.68913,11.43819
43.32257,11.3286
43.99013,11.26025
44.30344001,8.04239
43.99133001,11.23342
43.99903,11.24755
43.42305,11.26867
43.96966001,11.25741
46.4565,12.88162
43.1898,11.66862
45.80609,9.868769999
41.78083,13.39921
38.09961,15.19971001
44.00539,11.24187
43.05734,11.10392
45.56743,11.27961
38.10926,15.19204
43.08237,11.78625
45.54962001,11.22181
43.34998,10.96736
44.10231,9.98636
44.00729,11.23464
42.88179,12.57084
36.90252,14.72494
42.17212,14.07554
44.00397001,11.23918
43.3819,11.23924
43.00697001,11.15858
42.96434,11.03337
42.33805001,12.67225
36.92667,14.72973
42.93628,12.30614
42.23545,14.05596
42.95329,11.30006
43.52286,11.49029
45.80711,9.88802
45.44093,11.49424
42.89520001,12.53088
45.70752,6.96246
43.97987,11.2578
39.30444,16.25259001
42.21762,14.03926
43.0673,11.72422
43.1898,11.66862
45.54962001,11.22181
41.34256,14.69724
43.52286,11.49029
45.5988,11.20824
42.98615,12.27704
43.28265,11.12732
44.1038,9.98227
45.71054,6.93807
44.85653,9.748120001
43.54004001,11.49005
45.71145,6.96122
42.88947,12.52989
43.28379001,11.12822
44.12947001,10.42888
44.03318,10.51255
38.6994,16.03286001
43.39342,10.75081
43.56855,11.48285
43.14403,11.71761
42.46728,12.90531
43.30920001,12.62084
46.0517,11.56854
42.89174,11.39388
45.5988,11.20824
43.42397001,11.12805
43.56474,11.48461
45.89572001,8.90371
44.05502,10.01492
37.47169,13.90936
46.05371,11.45951
44.02591,11.31876
42.66051,12.46577
38.23997,15.51171
46.4565,12.88162
44.01966,11.29181
43.53395,11.46769
41.71461,13.38859
44.14612001,10.40377
45.66471001,11.27418
41.64338,13.49231
44.00595,11.23846
44.52121001,6.89491
43.06479001,11.3412
43.4244,11.27323
44.3418,8.37036
43.29468,10.92847
45.68497,6.888790001
44.11131,9.85943
45.58898,11.44089
43.33424,11.5318
42.22701,14.03754
43.99647,11.35641
43.45396,11.22101
43.58846,11.43455
44.00397001,11.23918
44.00397001,11.23918
43.00407,12.18899
43.9488,10.86707
43.16956,11.67205
42.90709,10.98818
43.14867001,11.38037
42.97381,11.01425
44.34109,8.37118
45.79328,9.86689
43.49892,10.98444
42.12596001,13.51401
36.90483,14.72734
42.98169,11.54757
43.52397,11.54078
36.90214,14.72944
42.55459,12.52658
40.75994,15.35756
42.30425,13.01543
43.39110001,12.2426
43.24833,11.31557
43.78952,11.7228
43.27962001,10.90772
43.74646,11.75032
43.58356,11.43417
42.22222001,14.03501
42.24291,14.05906
43.11944,11.19854
45.58898,11.44089
43.2148,10.76738
45.66201,11.27369
43.29822,12.61898
36.84948,14.70915
43.25845,12.66636
36.84647,14.71196
45.70171,6.91289
45.5988,11.20824
42.89489,12.5268
43.39122,11.29804
40.78075,14.92356
42.24226,14.03952
43.03782,12.42193
43.82982001,10.35561
43.55505001,11.44726
44.00036001,11.23001
41.67617,13.52812
43.68842,11.4229
36.92667,14.72973
36.90583001,14.98283
46.42966,12.96948
43.2137,10.98544
43.10641,11.78218
42.90696,12.61836
36.92667,14.72973
45.80011001,9.88722
42.87828,11.39688
42.1697,14.04537
45.87157,7.14034
43.2113,11.71924
43.22004001,11.32294
43.55804,11.47183
37.45752,13.88249
45.55165,11.31907
43.30977,11.30465
43.00697001,11.15858
42.20538,14.05083
44.36111,7.26589
43.99059,11.22959
38.21916,16.19646001
43.34994,11.37453
45.5988,11.20824
36.83290001,14.67630001
43.22623,11.04095
45.71384,6.96152
38.11518001,15.15828
42.80197001,12.3969
46.4565,12.88162
43.09869,11.78613
42.80445,11.40283
41.78236,13.39983
42.22621,14.02628
36.91053,14.73338
36.92667,14.72973
46.29994,11.08428
43.35148,11.37625
43.76723,11.73288
44.33429,8.083510001
45.5988,11.20824
43.54644,11.46058
37.45752,13.88249
45.5988,11.20824
43.14158,11.16853
43.14037,11.18111
44.28546,9.98936
45.70575,6.92912
44.31016,8.02013
43.48219,10.95001
43.98623,11.23217
43.09712,11.77389
43.23405,10.82046
39.85850155,9.306963272
39.20834001,8.44126
39.22915,8.52249
39.24078,8.41383
39.86182588,9.256608061
39.25297,8.4292
39.29064,8.43817
39.68229,9.44098
39.21570001,8.47526
39.24429,8.45083
39.87471,9.30334
39.24073,8.46047
39.18528,8.49517
39.21706,8.50653
39.21558001,8.47903
39.15959,8.51237
39.56480001,8.98347
37.2481606625942,12.7038307443377
37.1667,12.7167
37.1667,12.7167
39.55,14.7
38.789,15.213
38.7833,13.8666
38.6333,14.85
38.625,14.0
38.58,14.1667
39.26,14.378
39.9190316324097,12.7474783464409
38.6583,15.1
38.4,15.0
40.7833,14.0833
40.711986514145,13.9640239320253
40.7319958872448,13.9639138628491
40.0167,15.2667
41.485833,12.589722
40.972313,13.103244
40.780916,13.40041
40.82299,14.0884
40.63,14.77
37.8419026,13.1135387
40.7612462,8.4084026
40.3208792,9.6136581
40.447319,8.5922523
42.2380933,11.931997
41.8081278,12.5661166
43.6593671,11.0759103
43.303119,11.4258642
37.693101,12.9378627
38.0060973,13.6076402
41.1889939,14.0495813
42.0676907,12.2999746
42.9287939,11.6978254
43.1606753,11.2752518
44.1690331,10.4865717
42.8623955,11.8789833
43.0352004,11.8110298
37.6400481,13.6785148
41.9547514,12.0913223
43.2101489,11.6077282
44.0520526,10.4233252
41.6006893,12.5455145
42.7674845,12.5096738
42.2203618,12.3419968
41.286839,13.8654515
39.144956,8.723699
42.5666793,11.7482649
42.4376618,11.8899238
44.4603748,8.7584705
42.7686821,13.3996892
38.2551129,16.1911285
41.1333426,13.8559395
39.3284127,8.9046448
37.362788,14.7969115
40.6975061,13.8882545
43.0024506,10.8682509
42.056698,12.3838673
42.4614338,12.0603922
42.1292583,11.9526447
42.1095243,12.0363793
43.7179985,10.4827771
43.5188404,10.6044953
37.9295505,13.4679365
37.9849473,13.6857309
37.8241815,13.8464327
43.7633296,10.4335998
43.1906427,11.0182467
44.2822537,7.0739548
43.0791381,11.2979839
40.7481501,15.6514976
43.2642068,10.872112
42.6518384,11.5075527
42.8761506,12.0991518
42.8372497,12.9397458
43.1287381,11.6177662
45.3938075,11.5557493
36.8187554,11.9672407
44.1700673,10.149716
42.810229,11.1336314
42.8716459,11.8670698
43.1829782,10.8709089
43.0034193,10.7459694
42.4408956,11.708255
45.2843415,11.6417744
43.4010668,10.6771511
42.0200036,12.406505
43.0204401,11.6148037
42.8679485,11.5496375
43.1471818,10.8336017
40.4171541,9.1088826
45.4936811,10.6003911
41.26004,15.0663234
43.5251331,10.9623798
37.235747,14.9674334
37.3608303,15.0100503
42.1420562,11.748062
46.9713367,11.4837789
39.1760013,16.8200189
43.4520357,12.1937385
39.9884029,8.8003141
36.7989271,12.0444875
44.6554044,8.5024672
43.3882895,11.1078523
39.840407,16.3996769
42.8470028,11.0733416
42.0902254,12.0959789
42.9894188,11.8463195
40.6800302,15.2439314
39.2792694,8.6058704
39.2143078,8.5036345
37.5055846,13.1208493
39.1567771,8.9534942
39.4759836,15.9927367
38.968799,16.2574715
40.7222695,13.9487742
39.324893,8.6279666
42.0729092,12.0592445
46.4857071,10.351273
40.894477,8.8894803
41.7797945,12.612895
40.7554277,14.4467855
37.3508734,14.8522014
44.0062332,10.5722804
44.1476851,10.9603312
37.3112328,14.7372772
40.0378568,18.4585085
39.0715331,8.6561925
45.1873603,9.4156311
42.1720013,12.0746725
42.4607387,11.5997257
42.1831126,12.3888345
38.8028978,15.2320517
40.7164983,13.8658276
37.9668977,12.8930705
43.8783699,10.8068732
36.7828775,11.9440195
41.9011475,12.4618909
40.7422087,13.9028092
42.5737623,11.8577753
45.3664005,11.5804728
44.6726978,8.4516471
41.9617349,12.1877552
45.2732724,11.7687163
45.2820673,11.7817266
43.2458357,10.9086798
42.0947816,12.3009996
42.4830098,12.3158281
41.4489698,13.1118332
37.313463,14.6925676
41.9488234,12.7163218
45.3902975,11.122064
43.8786544,10.7696352
37.9488755,15.857257
39.8975849,8.7787331
43.5230121,12.9618418
38.9957634,8.4397178
38.0020596,15.4196274
40.3196132,8.5248079
40.6605914,8.3402951
40.9671354,15.1256061
